Date,Close,High,Low,Open,Volume
2024-01-10,377.14678955078125,378.52624647847034,370.7915632878579,370.84081671988235,25514200
2024-01-11,378.9794616699219,384.9405699760392,374.79189779905875,380.3293303889791,27850800
2024-01-12,382.7630310058594,382.9699374994843,378.99914299059964,379.82679903434695,21661200
2024-01-16,384.53662109375,388.24139340844187,381.925557656747,387.8768338056293,27202300
2024-01-17,383.74835205078125,384.3789342645235,379.15680784896807,382.280251053988,22234100
2024-01-18,388.083740234375,388.201972530476,384.38883063496286,385.965331411229,23392100
2024-01-19,392.8132019042969,392.8132019042969,387.7191405000406,389.9459487436234,29331100
2024-01-22,390.68499755859375,394.73460432133396,387.80788119131773,394.14341273142753,27016900
2024-01-23,393.0398254394531,393.51278467024315,388.1428376176736,389.9361075398463,20525900
2024-01-24,396.6460876464844,399.6709942481896,394.5670995707582,395.64108304053997,24867000
2024-01-25,398.922119140625,401.03069519921775,396.6164992894369,398.3802111244257,21021200
2024-01-26,397.99591064453125,400.20302354825617,396.517946945891,398.4294490683389,17803300
2024-01-29,403.700927734375,403.9571177746222,398.3900961723494,400.09469208685323,24510200
2024-01-30,402.5874938964844,406.98196463436994,400.47894778438507,406.2035919940408,33477600
2024-01-31,391.7392272949219,409.21863334219495,391.3746676938224,400.98143260936786,47871100
2024-02-01,397.8481140136719,402.0061196897029,395.8971911373073,395.92674920804393,30657700
2024-02-02,405.1788330078125,406.587817886619,397.6313612519742,397.87768854138443,28256700
2024-02-05,399.6907043457031,405.1197681132632,398.0550873287971,403.87826879542115,25352300
2024-02-06,399.53302001953125,401.97659767351126,396.99093550042556,399.9173050428237,18382600
2024-02-07,407.9672546386719,408.2135819340869,401.4149545944821,401.45437538113845,22340500
2024-02-08,408.0263977050781,409.4551081404497,406.4696223258111,407.9672815558181,21225300
2024-02-09,414.37176513671875,414.6378178606117,408.9919854136341,409.1496384913206,22032800
2024-02-12,409.1595153808594,414.55899064975375,408.65699805765166,414.3816422071808,21202900
2024-02-13,400.350830078125,404.04573947399683,397.4638814201037,398.9910986093642,27824900
2024-02-14,404.22039794921875,404.56589993906414,399.3637286843402,402.81868833307914,20401200
2024-02-15,401.32806396484375,403.8649984148582,399.0872869539498,402.88774815292464,21825500
2024-02-16,398.8602600097656,403.0358361421353,398.24824344009687,402.71006595192074,22296500
2024-02-20,397.6065979003906,399.284702922107,392.8881118101571,398.05078888046796,24307900
2024-02-21,397.0044250488281,397.1130251474651,392.10826265454955,395.0203117904289,18518900
2024-02-22,406.35260009765625,407.51740782025877,403.3122489001272,404.91139681164196,27009900
2024-02-23,405.0594177246094,410.5083711673126,403.70705278478863,410.3208439519873,16295900
2024-02-26,402.29547119140625,406.8560126685655,402.1177646745505,406.1650087554213,16193500
2024-02-27,402.23626708984375,403.0654537547415,398.65297570324026,402.73968356058333,14835800
2024-02-28,402.47314453125,404.03279861285756,400.10403561463596,402.9272164600946,13183100
2024-02-29,408.3169860839844,408.8697771758562,400.6963316033454,403.3813298173751,31947300
2024-03-01,410.1530456542969,410.51827940686405,405.5925039738578,405.9774695070198,17823400
2024-03-04,409.5805358886719,411.9792577390108,407.01398846090547,408.11957070674777,17596000
2024-03-05,397.4683837890625,408.9191120836045,395.4842705013913,408.632835591906,26919200
2024-03-06,396.91558837890625,399.9460884523173,393.2632209421736,397.7842686719228,22344100
2024-03-07,403.87493896484375,404.5066873701211,397.06370848307336,400.8937829786607,18718500
2024-03-08,400.992431640625,405.1383946723733,399.12673923888235,402.7100302645635,18002200
2024-03-11,399.3143615722656,400.4594375495643,396.0963338665231,398.56416223358286,16120800
2024-03-12,409.9358825683594,410.22215907857986,401.5551475222323,402.37445324131755,22457000
2024-03-13,409.7581481933594,412.7984988938054,406.1551255049725,412.7195416563928,17115900
2024-03-14,419.7479553222656,422.31450262164736,412.6109854719372,414.8320308055619,34157300
2024-03-15,411.0611877441406,417.16165133292435,407.4778966665496,413.8942494694405,45079900
2024-03-18,411.9495849609375,415.3157058481872,408.45513220227605,408.9190850547674,20106000
2024-03-19,415.98699951171875,416.2436632864421,410.20239450160744,412.4530526322829,19837900
2024-03-20,419.7578430175781,420.4784295685996,415.24664585974097,416.5693981535872,17860100
2024-03-21,423.8445129394531,425.275865210535,421.6629614511562,424.29858485051125,21296200
2024-03-22,423.2226257324219,424.3282078686823,420.58700226916784,424.1702933848055,17648500
2024-03-25,417.4183044433594,421.90976968993664,416.18439038520984,419.7676816300529,18060500
2024-03-26,416.2238464355469,420.5079920430919,415.9277191383085,420.13287738335515,16725600
2024-03-27,416.00677490234375,418.98793098323983,413.61793380591183,418.9780500293743,16705000
2024-03-28,415.30584716796875,416.4410420434957,413.7264311944793,415.54274902029323,21871200
2024-04-01,419.1063537597656,422.3836369877504,416.78658912173853,418.494337158426,16316000
2024-04-02,416.0166015625,416.94450735898084,412.4629229935154,414.7037001138204,17912000
2024-04-03,415.03936767578125,417.8132042224073,413.6968534411064,414.32863193386083,16502300
2024-04-04,412.5024108886719,423.1535654935394,412.1964026116657,419.52089960464946,19370900
2024-04-05,420.0440979003906,421.0213783675685,412.9367706496642,414.60502494858775,16554800
2024-04-08,419.1260986328125,421.78148438919783,417.8526907492084,419.69865168894506,14272400
2024-04-09,420.7943420410156,422.23554534749115,416.19430642939574,420.9522866687586,12496900
2024-04-10,417.8132019042969,418.5732821571219,414.29901690120346,416.75696418781513,16216600
2024-04-11,422.4230651855469,423.8445365841043,416.92473693729744,420.3402327247268,17966400
2024-04-12,416.4706726074219,419.70846193552615,414.36807820345115,418.59299879164644,19253800
2024-04-15,408.3169860839844,421.32736877280126,408.10966683089106,421.1101986920762,20273500
2024-04-16,409.2448425292969,413.01569096987436,408.4058051032582,409.23499170212773,16765600
2024-04-17,406.5401611328125,413.4895740933759,405.0495831926222,411.8805452142036,15855500
2024-04-18,399.06756591796875,406.5895318440509,398.7517067920222,405.34573674704745,21029900
2024-04-19,393.98382568359375,400.2619961941858,392.6511924508159,398.8306438099327,30565800
2024-04-22,395.8001403808594,397.6658329165628,390.65719496673063,394.93146005470254,20286900
2024-04-23,402.3251037597656,402.94700128728675,397.8731320388209,399.0379397213986,15734500
2024-04-24,403.7958984375,407.16201954597966,401.54524043863097,404.28946405238224,15065300
2024-04-25,393.9048767089844,394.74394432686086,383.0365516126927,388.9593393273181,40586500
2024-04-26,401.0911865234375,407.68521620447916,400.53839541992835,406.8659105019104,29694700
2024-04-29,397.0736083984375,401.09124045421277,394.05298870351834,400.03500261893544,19582100
2024-04-30,384.31982421875,396.9847359459567,384.16190971715395,396.323344705487,28781400
2024-05-01,389.85760498046875,396.55035342207367,385.28718262896496,387.5575723765422,23562500
2024-05-02,392.7203063964844,394.7834071649824,389.5713551906569,392.5426299953367,17709400
2024-05-03,401.4267883300781,401.9104729912864,396.68854036623503,397.1031487364524,17446700
2024-05-06,408.2182312011719,408.6031966913456,401.14048747945304,403.4997454283101,16996600
2024-05-07,404.0723571777344,409.33378432523693,403.825574331694,409.3239033714404,20018200
2024-05-08,405.25689697265625,406.92515129872777,401.47616718048914,402.91740058487204,11792300
2024-05-09,407.01397705078125,407.40882353824776,403.83541312066325,405.28649730886616,14689700
2024-05-10,409.40283203125,410.0346105329173,406.50066355453686,407.62600771381045,13402300
2024-05-13,408.3959655761719,412.96638834799694,405.53329081056893,412.6307673185676,15440200
2024-05-14,411.1994323730469,412.1174572977483,406.25389467407797,406.7178476131515,15109300
2024-05-15,418.3887634277344,419.1106798585564,412.64318866360406,413.2662078851203,22239500
2024-05-16,416.3219909667969,420.7028934078779,415.68910307462113,417.1230071526788,17530100
2024-05-17,415.5506286621094,418.23060143126196,413.39480813113437,417.85481010987854,15352200
2024-05-20,420.62371826171875,422.0378548149535,415.33303438679826,415.55059617800293,16272100
2024-05-21,424.28271484375,428.1691308622737,420.1391721073256,422.09719809997813,21453300
2024-05-22,425.74627685546875,427.6153345538536,422.39388170740824,425.3210520448661,18073700
2024-05-23,422.2653503417969,428.79217443912484,420.7028829331948,428.16915515912984,17211700
2024-05-24,425.3902587890625,426.2802732796584,419.7040165368459,422.45318984466303,11855300
2024-05-28,425.54852294921875,426.0429788375184,421.8697699331016,424.86617140902985,15718000
2024-05-29,424.4112854003906,426.1616484009117,420.96986151310944,420.96986151310944,15517100
2024-05-30,410.072021484375,419.59521565544946,409.64676652386225,419.59521565544946,28394500
2024-05-31,410.52691650390625,412.12894862008176,400.02467913858675,412.12894862008176,47995300
2024-06-03,408.9348449707031,411.8125822700953,404.3858742967796,410.9225675808144,17484700
2024-06-04,411.4565124511719,411.82240496411936,405.1373519842431,407.85685925302585,14348900
2024-06-05,419.3085021972656,419.3777030871155,411.6839704862112,413.17723696234333,16988000
2024-06-06,419.8128356933594,420.5940844826949,415.91652070143505,419.3085111861324,14861300
2024-06-07,419.1502685546875,421.55331696325794,418.30968749669245,421.47421729884104,13621700
2024-06-10,423.12567138671875,423.33333440686357,419.1898218829819,419.9908379970184,13982900
2024-06-11,427.8823547363281,428.0208168757502,420.53474723054455,420.76220781136936,14551100
2024-06-12,436.1694641113281,438.4835142504696,428.4460648715454,430.4931196720458,22366200
2024-06-13,436.6836242675781,438.4735822465715,434.4981378154063,435.9617380262819,15960600
2024-06-14,437.6626892089844,438.2263761607837,431.877549319742,433.42024926631433,13582000
2024-06-17,443.3983459472656,445.9398563271766,435.83317727597375,437.68243737571277,20790000
2024-06-18,441.390869140625,445.14875191744164,439.95696520327493,444.7234969265718,17112500
2024-06-20,440.7579650878906,441.57874853555217,436.377063237948,441.35128797574686,19877400
2024-06-21,444.7927551269531,445.58387250760194,441.5590243550793,442.4193728058131,34187100
2024-06-24,442.70611572265625,447.7297738991582,441.4600773185171,444.81247230124796,15913700
2024-06-25,445.94976806640625,446.4145577985047,441.79632662300793,443.27969425576566,16413400
2024-06-26,447.1463623046875,448.57039770845984,443.22038125858614,444.02139740080895,16507000
2024-06-27,447.8287048339844,451.11189918090986,446.76066321308457,447.1661206636861,14806300
2024-06-28,441.9941101074219,450.33062875420535,441.46008932267114,448.04624507062687,28362300
2024-07-01,451.6656799316406,452.2985677661532,440.7184194830795,443.6851547691378,17662800
2024-07-02,454.1874084472656,454.4939686896818,448.08580938726794,448.17483800659534,13979800
2024-07-03,455.660888671875,455.90811662700247,452.8029492037819,453.1095094538045,9932800
2024-07-05,462.3755798339844,463.15682857412344,453.88083144181417,454.5137192746822,16000300
2024-07-08,461.0702209472656,462.5140538822785,459.30995917726233,461.37678118625774,12962300
2024-07-09,454.4444885253906,462.1480888962693,452.92155606573874,461.82176131593883,17207200
2024-07-10,461.08013916015625,461.2878021935715,453.7720662754438,456.1059138794407,18196100
2024-07-11,449.6581726074219,459.6263894983609,446.54307653601205,457.84636046829024,23111200
2024-07-12,448.52093505859375,451.2997748037469,445.65309687289607,449.2922850558392,16324300
2024-07-15,448.9263916015625,452.18981864416236,446.4244459584992,448.2737061930426,14429400
2024-07-16,444.53564453125,449.26264197328965,441.7073711225493,449.1835423040314,17175700
2024-07-17,438.6021423339844,439.9174119033302,434.3102688250729,437.6824616204732,21778000
2024-07-18,435.4870910644531,439.71963242472316,429.5832863227986,439.41307217646386,20794800
2024-07-19,432.2632141113281,436.2485575608238,427.20988939637874,428.2976983913284,20940400
2024-07-22,438.028564453125,439.6701615477493,434.04325138518465,436.89132199854777,15808800
2024-07-23,439.91741943359375,443.41817564914504,438.1868237868677,438.97794115369385,13107100
2024-07-24,424.1442565917969,436.58478368998954,422.8487845737653,435.5662057633114,26805800
2024-07-25,413.7607421875,425.0343320640556,412.8806262699778,424.0454201419157,29943800
2024-07-26,420.55450439453125,424.1640565570156,412.64321010602674,413.5629210032518,23583800
2024-07-29,421.9983825683594,427.35826812303947,419.9908926346212,426.79458110155144,15125800
2024-07-30,418.2305603027344,424.2925638306224,412.7321833431071,422.97732451431415,32687600
2024-07-31,413.7112731933594,417.1032335524809,407.63934002598563,415.83742760783406,42891400
2024-08-01,412.4849548339844,422.7201972162586,408.50954056683383,416.12417291556886,30296400
2024-08-02,403.9605712890625,410.3983967606497,399.8565933572946,407.91621848675555,29437900
2024-08-05,390.7684631347656,396.5931676964823,381.3045706583986,384.85479031825656,40709200
2024-08-06,395.1790466308594,401.17188015725634,394.08136897243253,395.5647367351895,24946500
2024-08-07,394.0120849609375,405.5329003345715,393.062738170502,404.1088952385133,20650900
2024-08-08,398.22491455078125,401.3597482091065,395.50540696833514,397.97768658874065,20203000
2024-08-09,401.5179443359375,403.5254340135955,397.799656617914,399.5500195790903,19276700
2024-08-12,402.2992248535156,404.2276150210423,399.75771417136446,402.5464528145219,16762900
2024-08-13,409.41937255859375,410.34895203900766,405.0286018746959,405.0483692456352,19414300
2024-08-14,412.2377624511719,413.0882423005823,407.87668792866015,410.200606537794,18267000
2024-08-15,417.1119689941406,417.191211225686,413.77333444813155,415.89340426982346,20752100
2024-08-16,414.5758361816406,417.41912392526484,413.4167105723215,416.6860198334844,22775600
2024-08-19,417.6072998046875,417.8252537249248,412.58447325666395,415.06120860773046,15234000
2024-08-20,420.8468933105469,421.8970267669262,417.7163261753405,417.7757654099591,16387600
2024-08-21,420.1930236816406,422.43197186124524,417.79553057929155,420.13355421881863,16067300
2024-08-22,411.6829528808594,422.8183759816575,410.7516979364214,420.4109661556474,19361900
2024-08-23,412.91143798828125,415.3584538355035,408.255163223579,413.0996723021897,18493800
2024-08-26,409.6421813964844,413.3969213043914,407.51219467239036,412.49538585243533,13152800
2024-08-27,409.9888916015625,410.5040417108967,406.43230298651787,409.01800038370646,13492900
2024-08-28,406.7790222167969,411.13807041057737,403.5196300124752,411.019191950483,14882700
2024-08-29,409.2756042480469,418.12249665584295,406.77906561893394,411.078675041423,17045200
2024-08-30,413.2581787109375,413.60489748199507,408.29479126700903,411.7325012306554,24308300
2024-09-03,405.6298522949219,415.97270258559973,403.24227554701594,414.02103372225025,20313600
2024-09-04,405.0948486328125,407.4130694116055,400.60700515715166,402.1326826766194,15135800
2024-09-05,404.5896301269531,409.2557914736051,402.3506514977997,403.82677622219455,14195500
2024-09-06,397.9619140625,406.82860994430996,397.07026500191023,405.25340962877397,19609500
2024-09-09,401.9444274902344,404.8471540629301,398.4076421561328,403.45027169819457,15295100
2024-09-10,410.3455505371094,412.45570379102855,403.90603822449737,404.4013853254675,19594300
2024-09-11,419.103271484375,420.044412808737,405.7685061452882,411.6334289532487,19266900
2024-09-12,423.02642822265625,423.39298024346107,415.84389519077274,419.37076416429335,17395700
2024-09-13,426.5830078125,427.8114589338371,421.5007417784194,421.8672937914901,15874600
2024-09-16,427.3260192871094,429.49564193620427,424.2350583167788,426.5929152766965,13834700
2024-09-17,431.1005859375,437.73824933805764,428.24738173228826,436.13332953102315,18874200
2024-09-18,426.8009948730469,431.9724201576507,426.4047232128483,430.9520062716843,18898000
2024-09-19,434.6076354980469,437.3914837460106,432.8342844371603,437.1240071994986,21706600
